ID,acceptedTaxonName,taxonRank,taxonomicStatus,vernacularName,taxonomicLevel,lifeStage,metabolicType,movementType,lowestMass,highestMass,meanMass,shortestLength,longestLength,meanLength,sizeMethod,sizeReference
186,Salticidae,family,accepted,na,family,immature,invertebrate,walking,-999,-999,3.02276e-4,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
187,Conocephalus dorsalis,species,accepted,na,species,na,invertebrate,walking,-999,-999,0.083954296,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
188,Delphacidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,3.51832e-4,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
189,eupterygini,NA,NA,na,NA,na,invertebrate,walking,-999,-999,3.66492e-4,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
190,Philodromidae,family,accepted,na,family,immature,invertebrate,walking,-999,-999,4.21459e-4,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
191,Jassidae,family,synonym,na,family,larvae,invertebrate,walking,-999,-999,4.34903e-4,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
192,Hemistenus,genus,doubtful,na,genus,na,invertebrate,walking,-999,-999,4.90858e-4,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
193,Lepidoptera,order,accepted,na,order,na,invertebrate,flying,-999,-999,5.01745e-4,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
194,Culex,genus,accepted,na,genus,na,invertebrate,flying,-999,-999,5.31552e-4,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
195,Parastenus,genus,synonym,na,genus,na,invertebrate,walking,-999,-999,7.36287e-4,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
196,oligochaeta,NA,NA,na,NA,na,invertebrate,other,-999,-999,0.184726629,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
197,Limoniidae,family,accepted,na,family,na,invertebrate,flying,-999,-999,7.97328e-4,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
198,Triturus,genus,accepted,na,genus,na,ectotherm vertebrate,walking,-999,-999,0.2,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
199,caelifera,NA,NA,na,NA,na,invertebrate,walking,-999,-999,0.211793792,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
200,Myrmarachne formicaria,species,accepted,na,species,immature,invertebrate,walking,-999,-999,8.63645e-4,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
201,Zelotes,genus,accepted,na,genus,immature,invertebrate,walking,-999,-999,0.001036374,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
202,Pardosa,genus,accepted,na,genus,immature,invertebrate,walking,-999,-999,0.001043283,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
203,Lithobius,genus,accepted,na,genus,larvae,invertebrate,walking,-999,-999,0.001179689,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
204,Robertus,genus,accepted,na,genus,immature,invertebrate,walking,-999,-999,0.001381832,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
205,Blattodea,order,accepted,na,order,larvae,invertebrate,walking,-999,-999,0.001622072,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
206,staphylininae,NA,NA,na,NA,na,invertebrate,walking,-999,-999,0.001718004,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
207,Evarcha,genus,accepted,na,genus,immature,invertebrate,walking,-999,-999,0.00172729,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
208,Liocranidae,family,accepted,na,family,immature,invertebrate,walking,-999,-999,0.00172729,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
209,Lithobius,genus,accepted,na,genus,na,invertebrate,walking,-999,-999,0.001769533,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
210,Tibellus,genus,accepted,na,genus,immature,invertebrate,walking,-999,-999,0.001792927,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
211,Ichneumonidae,family,accepted,na,family,na,invertebrate,flying,-999,-999,0.002038501,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
212,Robertus insignis,species,accepted,na,species,na,invertebrate,walking,-999,-999,0.00226275,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
213,Pirata,genus,accepted,na,genus,immature,invertebrate,walking,-999,-999,0.00238366,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
214,Staphylinidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,0.002580148,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
215,Thripomorpha verralli,species,synonym,na,species,na,invertebrate,flying,-999,-999,2.65776e-4,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
216,Xysticus,genus,accepted,na,genus,immature,invertebrate,walking,-999,-999,0.002763664,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
217,Clubiona,genus,accepted,na,genus,immature,invertebrate,walking,-999,-999,0.002780937,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
218,Trichoniscidae,family,accepted,na,family,na,invertebrate,walking,-999,-999,0.002949221,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
219,Hybotidae,family,accepted,na,family,na,invertebrate,flying,-999,-999,8.21e-5,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
220,Trypoxylon attenuatum,species,accepted,na,species,na,invertebrate,flying,-999,-999,0.003455087,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
221,Chartoscirta cincta,species,accepted,na,species,na,invertebrate,walking,-999,-999,0.003884811,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
222,Hyla arborea arborea,subspecies,synonym,na,subspecies,na,ectotherm vertebrate,walking,-999,-999,1,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
223,Ceratopogonidae,family,accepted,na,family,na,invertebrate,flying,-999,-999,1.0631e-4,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
224,jassinae,NA,NA,na,NA,na,invertebrate,walking,-999,-999,0.004178004,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
225,Ilione lineata,species,accepted,na,species,na,invertebrate,flying,-999,-999,0.004252414,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
226,Stethophyma grossum,species,accepted,na,species,na,invertebrate,walking,-999,-999,1.10031009,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
227,Psychodidae,family,accepted,na,family,adults,invertebrate,flying,-999,-999,1.16676e-4,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
228,Pachybrachius,genus,accepted,na,genus,na,invertebrate,walking,-999,-999,0.004642227,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
229,Pirata piraticus,species,accepted,na,species,na,invertebrate,walking,-999,-999,0.00518187,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
230,Paederus riparius,species,accepted,na,species,na,invertebrate,walking,-999,-999,0.005276727,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
231,Psacadina zernyi,species,accepted,na,species,na,invertebrate,flying,-999,-999,0.005528139,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
232,Tachinidae,family,accepted,na,family,na,invertebrate,flying,-999,-999,0.005581294,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
233,Cicadella viridis,species,accepted,na,species,na,invertebrate,walking,-999,-999,0.006230357,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
234,Demetrias imperialis,species,accepted,na,species,na,invertebrate,walking,-999,-999,0.006503872,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
235,Phoridae,family,accepted,na,family,na,invertebrate,flying,-999,-999,1.72223e-4,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
236,Sciaridae,family,accepted,na,family,na,invertebrate,flying,-999,-999,1.73817e-4,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
237,Rana temporaria temporaria,subspecies,accepted,na,subspecies,na,ectotherm vertebrate,walking,-999,-999,2,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
238,Haematopota,genus,accepted,na,genus,na,invertebrate,flying,-999,-999,0.00815932,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
239,Ootetrastichus,genus,synonym,na,genus,na,invertebrate,flying,-999,-999,2.12621e-4,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
240,Hylaeus,genus,accepted,na,genus,na,invertebrate,flying,-999,-999,0.008770604,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
241,Pirata tenuitarsis,species,accepted,na,species,na,invertebrate,walking,-999,-999,0.009672823,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
242,Coleoptera,order,accepted,na,order,larvae,invertebrate,walking,-999,-999,0.010129911,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
243,Marpissa radiata,species,accepted,na,species,na,invertebrate,walking,-999,-999,0.011331022,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
244,Larinioides,genus,accepted,na,genus,immature,invertebrate,walking,-999,-999,0.011503751,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
245,Chrysops relictus,species,accepted,na,species,na,invertebrate,flying,-999,-999,0.012491467,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
246,Calliphoridae,family,accepted,na,family,na,invertebrate,flying,-999,-999,0.014086122,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
247,Chloropidae,family,accepted,na,family,na,invertebrate,flying,-999,-999,3.88033e-4,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
248,Tibellus maritimus,species,accepted,na,species,na,invertebrate,walking,-999,-999,0.015925613,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
249,Sympetrum vulgatum,species,accepted,na,species,na,invertebrate,flying,-999,-999,0.171939598,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
250,Arctosa,genus,accepted,na,genus,immature,invertebrate,walking,-999,-999,0.016858349,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
251,Trochosa,genus,accepted,na,genus,immature,invertebrate,walking,-999,-999,0.018654731,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
252,Sympetrum sanguineum,species,accepted,na,species,na,invertebrate,flying,-999,-999,0.222961126,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
253,Orthetrum,genus,accepted,na,genus,na,invertebrate,flying,-999,-999,0.233873244,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
254,Aeshnidae,family,accepted,na,family,na,invertebrate,flying,-999,-999,0.240656453,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
255,Trachelipus rathkii,species,accepted,na,species,na,invertebrate,walking,-999,-999,0.026248069,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
256,Pisaura mirabilis,species,accepted,na,species,na,invertebrate,walking,-999,-999,0.030296665,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
257,Pherbellia schoenherri,species,accepted,na,species,na,invertebrate,flying,-999,-999,7.97328e-4,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
258,Tipula,genus,accepted,na,genus,na,invertebrate,flying,-999,-999,0.032158883,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
259,Agonum viduum,species,accepted,na,species,na,invertebrate,walking,-999,-999,0.033623793,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
260,Mycetophilidae,family,accepted,na,family,na,invertebrate,flying,-999,-999,9.30216e-4,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
261,Campsicnemus scambus,species,accepted,na,species,na,invertebrate,flying,-999,-999,0.001063104,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
262,Sympetrum striolatum,species,accepted,na,species,na,invertebrate,flying,-999,-999,0.516113717,-999,-999,-999,measurement published account regression,cattin blandenier (2004)
